Image Link,Name,Location,Type,Avg Cost,Area,Rooms,Description,Page No
https://mediacdn.99acres.com/media1/17295/15/345915464M-1645448995214.jpg,7 Plumeria Drive,Dange Chowk,Apartment,₹ 74 L,600 sq.ft. (56 sq.m.) Carpet Area,2 BHK2 Baths,"Make 7 Plumeria Drive your next home. Book your 2 BHK flat in Dange Chowk, Pune. With a carpet area of 600.0 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 2 BHK flat for Rs. 74 Lac. It is a ready to move property which is unique in its perfect harmony of classic form and modern cons...more",96
https://mediacdn.99acres.com/media1/17281/3/345623098M-1645276288222.jpg,Empire Square3.8 ★,Chinchwad,Apartment,"₹ 2.7 Cr₹ 11,968/sq.ft.","2,256 sq.ft. (210 sq.m.) Carpet Area",4 BHK4 Baths,"Experience a new style of living with Empire Square. It offers an exclusive range of 4 BHK apartments in Chinchwad, Pune. Here is a steal deal for you. Book your 4 BHK apartment here at a never before price of Rs. 2.7 Crore. The unit has a carpet area of 2256.01 sq. ft. This is a ready to move project. It has been designed keeping every small to large needs of residents in consideration. Plus, ...more",96
https://mediacdn.99acres.com/media1/17281/3/345623096M-1645276247927.jpg,Empire Square3.8 ★,Chinchwad,Apartment,"₹ 1.15 Cr₹ 13,059/sq.ft.",880 sq.ft. (82 sq.m.) Carpet Area,3 BHK3 Baths,"Let your dream of owning a flat come true with Empire Square. It offers an exclusive range of 3 BHK flats in Chinchwad, Pune. We bring you an amazing deal of a 3 BHK that is currently available at price of Rs. 1.15 Crore and has a carpet area of 880.59 sq. ft. Empire Square is a secured gated community that further has 24x7 security systems. It has round the clock power back up as well as featu...more",96
https://mediacdn.99acres.com/media1/17281/3/345623094M-1645276247884.jpg,Empire Square3.8 ★,Chinchwad,Apartment,"₹ 99 L₹ 11,757/sq.ft.",842 sq.ft. (78 sq.m.) Carpet Area,2 BHK2 Baths,"Book a spectacular property in Empire Square that brings 2 BHK apartments in Chinchwad, Pune. We have a 2 BHK apartment with a carpet area of 842.0 sq. ft., available at an economical price of Rs. 99 Lac. A close attention has been paid to each detail for a comfortable living. There are 7 towers in Empire Square. Further, you can stay assured of Waiting Lounge, Badminton Court, Community Hall, ...more",96
https://mediacdn.99acres.com/media1/17281/2/345622430M-1645275938683.jpg,Paranjape Blue Ridge4.7 ★,Hinjewadi,Apartment,"₹ 95.56 L₹ 10,740/sq.ft.",889 sq.ft. (83 sq.m.) Carpet Area,3 BHK3 Baths,"There is a 3 BHK apartment in Hinjewadi, Pune for sale in Paranjape Blue Ridge. With a carpet area of 889.74 sq. ft, the residential apartment is available at a price of Rs. 95.56 Lac. Paranjape Blue Ridge is meticulously designed to bring you an awe-inspiring lifestyle and convenience. It hosts a series of facilities like a Car Parking, Foosball, Library, Vastu Compliant, Theatre, etc. and all...more",96
https://mediacdn.99acres.com/media1/17281/2/345622424M-1645275938483.jpg,Paranjape Blue Ridge4.7 ★,Hinjewadi,Apartment,"₹ 80.86 L₹ 11,737/sq.ft.",688 sq.ft. (64 sq.m.) Carpet Area,2 BHK2 Baths,"Paranjape Blue Ridge is a residential project, offering a range of 2 BHK flats in Hinjewadi, Pune. It hosts exclusively designed 25 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 2 BHK flat that has a carpet area of 688.89 sq. ft. It is a ready to move property. With an impressive layout and a comprehensive range of amenities like Water Softener P...more",96
https://mediacdn.99acres.com/media1/17281/2/345622422M-1645275938399.jpg,Paranjape Blue Ridge4.7 ★,Hinjewadi,Apartment,"₹ 50 L₹ 10,102/sq.ft.",495 sq.ft. (46 sq.m.) Carpet Area,1 BHK1 Bath,"Paranjape Blue Ridge is a residential project, offering a range of 1 BHK flats in Hinjewadi, Pune. It hosts exclusively designed 25 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 1 BHK flat that has a carpet area of 495.0 sq. ft. It is a ready to move property. With an impressive layout and a comprehensive range of amenities like Fountain, Wi-Fi C...more",96
https://mediacdn.99acres.com/media1/17280/18/345618974M-1645274612052.jpg,Kunal The Canary,Balewadi,Apartment,₹ 1.66 Cr,"1,660 sq.ft. (154 sq.m.) Carpet Area",4 BHK,"Enjoy a blissful living experience in Kunal The Canary. This residential project encompasses 4 BHK apartments in Balewadi, Pune and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle. Its unique highlights include facilities like Multipurpose Hall, High Speed Elevators, Infinity Pool, Entrance Lobby, Rain Water Harvesting and many others. All of these and the ...more",96
https://mediacdn.99acres.com/media1/17280/18/345618972M-1645274612029.jpg,Kunal The Canary,Balewadi,Apartment,₹ 1.24 Cr,"1,108 sq.ft. (103 sq.m.) Carpet Area",3 BHK,"Kunal The Canary is a residential project, offering a range of 3 BHK flats in Balewadi, Pune. It hosts exclusively designed 8 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 3 BHK flat that has a carpet area of 1108.05 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like Visitors Parkin...more",96
https://mediacdn.99acres.com/media1/17280/18/345618966M-1645274611966.jpg,Kunal The Canary,Balewadi,Apartment,₹ 84 L,830 sq.ft. (77 sq.m.) Carpet Area,2 BHK,"Make Kunal The Canary your next home. Book your 2 BHK flat in Balewadi, Pune. With a carpet area of 830.0 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 2 BHK flat for Rs. 84 Lac. It is an under construction property which is unique in its perfect harmony of classic form and modern c...more",96
https://mediacdn.99acres.com/media1/17280/14/345614630M-1645273976815.jpg,ANP Atlantis,Balewadi,Apartment,"₹ 1.31 Cr₹ 11,179/sq.ft.","1,171 sq.ft. (109 sq.m.) Carpet Area",3 BHK,"Book your 3 BHK flat in Balewadi, Pune with ANP Atlantis. It has a carpet area of 1171.76 sq. ft. and is available at a price of Rs. 1.31 Crore. It is an under construction property. ANP Atlantis has 6 towers and features an array of facilities including a Multipurpose Court, Open Space, Car Parking, Gymnasium and CCTV Camera Security. Further the property assures of 24/7 power back up and wate...more",96
https://mediacdn.99acres.com/media1/17280/14/345614628M-1645273976750.jpg,ANP Atlantis,Balewadi,Apartment,"₹ 76 L₹ 11,110/sq.ft.",684 sq.ft. (64 sq.m.) Carpet Area,2 BHK,"Book a spectacular property in ANP Atlantis that brings 2 BHK apartments in Balewadi, Pune. We have a 2 BHK apartment with a carpet area of 684.05 sq. ft., available at an economical price of Rs. 76 Lac. A close attention has been paid to each detail for a comfortable living. There are 6 towers in ANP Atlantis. Further, you can stay assured of High Speed Elevators, Swimming Pool, Rain Water Har...more",97
https://mediacdn.99acres.com/media1/17280/14/345614106M-1645273783404.jpg,Supreme Estia,Baner,Apartment,"₹ 2.66 Cr₹ 14,304/sq.ft.","1,859 sq.ft. (173 sq.m.) Carpet Area",4 BHK4 Baths,"Book your 4 BHK flat in Baner, Pune with Supreme Estia. It has a carpet area of 1859.59 sq. ft. and is available at a price of Rs. 2.66 Crore.

It is an under construction property. Supreme Estia has 5 towers and features an array of facilities including a Aerobics Centre, Rain Water Harvesting, Grocery Shop, Garbage Disposal and Yoga/Meditation Area. Lifts are available too.more",97
https://mediacdn.99acres.com/media1/17280/14/345614102M-1645273783405.jpg,Supreme Estia,Baner,Apartment,"₹ 1.41 Cr₹ 15,684/sq.ft.",899 sq.ft. (84 sq.m.) Carpet Area,3 BHK3 Baths,"Experience a new style of living with Supreme Estia. It offers an exclusive range of 3 BHK apartments in Baner, Pune. Here is a steal deal for you. Book your 3 BHK apartment here at a never before price of Rs. 1.41 Crore. The unit has a carpet area of 899.0 sq. ft. This is an under construction project. It has been designed keeping every small to large needs of residents in consideration. Plus,...more",97
https://mediacdn.99acres.com/media1/17280/14/345614100M-1645273748340.jpg,Supreme Estia,Baner,Apartment,"₹ 95.02 L₹ 14,224/sq.ft.",668 sq.ft. (62 sq.m.) Carpet Area,2 BHK2 Baths,"Supreme Estia is an under construction project, offering a great 2 BHK flat in Baner, Pune. The unit has a carpet area of 668.0 sq. ft. and is available at a price of Rs. 95.02 Lac. Supreme Estia is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Paved Compound, Fire Fighting Systems, Creche/Day care, Senior Cit...more",97
https://mediacdn.99acres.com/media1/17280/10/345610946M-1645272864925.jpg,Kolte Patil Life Republic4.5 ★,Hinjewadi,Apartment,"₹ 47 L₹ 8,860/sq.ft.",530 sq.ft. (49 sq.m.) Carpet Area,2 BHK,"Make Kolte Patil Life Republic your next home. Book your 2 BHK flat in Hinjewadi, Pune. With a carpet area of 530.44 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 2 BHK flat for Rs. 47 Lac. It is a ready to move property which is unique in its perfect harmony of classic form and mod...more",97
https://mediacdn.99acres.com/media1/17280/10/345610942M-1645272864915.jpg,Kolte Patil Life Republic4.5 ★,Hinjewadi,Apartment,"₹ 37 L₹ 9,389/sq.ft.",394 sq.ft. (37 sq.m.) Carpet Area,1 BHK1 Bath,"Kolte Patil Life Republic is a residential project, offering a range of 1 BHK flats in Hinjewadi, Pune. It hosts exclusively designed towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 1 BHK flat that has a carpet area of 394.07 sq. ft. It is a ready to move property. With an impressive layout and a comprehensive range of amenities like Water Softener...more",97
https://mediacdn.99acres.com/media1/17280/10/345610910M-1645272864851.jpg,Kolte Patil Life Republic4.5 ★,Hinjewadi,Apartment,"₹ 69 L₹ 8,394/sq.ft.",822 sq.ft. (76 sq.m.) Carpet Area,3 BHK3 Baths,"There is a 3 BHK apartment in Hinjewadi, Pune for sale in Kolte Patil Life Republic. With a carpet area of 822.0 sq. ft, the residential apartment is available at a price of Rs. 69 Lac. Kolte Patil Life Republic is meticulously designed to bring you an awe-inspiring lifestyle and convenience. It hosts a series of facilities like a Video Door Security, Indoor Games, Football, Garbage Disposal, J...more",97
https://mediacdn.99acres.com/media1/17280/10/345610248M-1645272701468.jpg,Urban Skyline,Ravet,Apartment,₹ 1.49 Cr,"1,550 sq.ft. (144 sq.m.) Carpet Area",4 BHK4 Baths,"Book your 4 BHK flat in Ravet, Pune with Urban Skyline. It has a carpet area of 1550.0 sq. ft. and is available at a price of Rs. 1.49 Crore. It is a new launch property. Urban Skyline has 4 towers and features an array of facilities including a Senior Citizen Sitout, Party Lawn, Reflexology Park, Wi-Fi Connectivity and Jogging Track. Further the property assures of 24/7 power back up and water...more",97
https://mediacdn.99acres.com/media1/17280/10/345610240M-1645272701087.jpg,Urban Skyline,Ravet,Apartment,₹ 98.46 L,"1,042 sq.ft. (97 sq.m.) Carpet Area",3 BHK3 Baths,"Book your 3 BHK flat in Ravet, Pune with Urban Skyline. It has a carpet area of 1042.0 sq. ft. and is available at a price of Rs. 98.46 Lac. It is a new launch property. Urban Skyline has 4 towers and features an array of facilities including a Reflexology Park, Banquet Hall, Party Lawn, Flower Garden and Power Back up Lift. Further the property assures of 24/7 power back up and water supply. L...more",97
https://mediacdn.99acres.com/media1/17246/3/344923462M-1644992117990.jpg,Paranjape Blue Ridge4.7 ★,Hinjewadi,Apartment,"₹ 82 L₹ 6,002/sq.ft.","1,366 sq.ft. (127 sq.m.) Carpet Area",3 BHK3 Baths,"Enjoy a blissful living experience in Paranjape Blue Ridge. This residential project encompasses 3 BHK apartments in Hinjewadi, Pune and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle. Its unique highlights include facilities like Food Court, Solar Lighting, Garbage Chute, Internal Street Lights, Car Parking and many others. All of these and the other feat...more",97
https://mediacdn.99acres.com/media1/17246/3/344923452M-1644992117784.jpg,Paranjape Blue Ridge4.7 ★,Hinjewadi,Apartment,"₹ 62  - 80 L₹ 8,837/sq.ft.","688-1,022 sq.ft. (64-95 sq.m.) Carpet Area",2 BHK2 Baths,"Let your dream of owning a flat come true with Paranjape Blue Ridge. It offers an exclusive range of 2 BHK flats in Hinjewadi, Pune. They are available at price of Rs. 62 Lac - Rs. 80 Lac and have a carpet area of 688.89 sq. ft. to 1022.57 sq. ft. The project is a secured gated community that further has 24x7 security systems. It has round the clock power back up as well as features many more a...more",97
https://mediacdn.99acres.com/media1/17246/3/344923436M-1644992117331.jpg,Paranjape Blue Ridge4.7 ★,Hinjewadi,Apartment,"₹ 39.5 L₹ 10,128/sq.ft.",390 sq.ft. (36 sq.m.) Carpet Area,1 BHK,"Paranjape Blue Ridge is a ready to move project, offering a great 1 BHK flat in Hinjewadi, Pune. The unit has a carpet area of 390.0 sq. ft. and is available at a price of Rs. 39.5 Lac. Paranjape Blue Ridge is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Piped Gas, Wi-Fi Connectivity, Sewage Treatment Plant, ...more",97
https://mediacdn.99acres.com/media1/17246/1/344921314M-1644991537832.jpg,Kolte Patil Life Republic4.5 ★,Hinjewadi,Apartment,"₹ 78.5 L₹ 10,400/sq.ft.",754 sq.ft. (70 sq.m.) Carpet Area,3 BHK3 Baths,"Kolte Patil Life Republic is a residential project, offering a range of 3 BHK flats in Hinjewadi, Pune. It hosts exclusively designed towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 3 BHK flat that has a carpet area of 754.76 sq. ft. It is a ready to move property. With an impressive layout and a comprehensive range of amenities like Indoor Games, ...more",97
https://mediacdn.99acres.com/media1/17246/1/344921310M-1644991537379.jpg,Kolte Patil Life Republic4.5 ★,Hinjewadi,Apartment,"₹ 53 L₹ 9,991/sq.ft.",530 sq.ft. (49 sq.m.) Carpet Area,2 BHK,"Book your 2 BHK flat in Hinjewadi, Pune with Kolte Patil Life Republic. It has a carpet area of 530.44 sq. ft. and is available at a price of Rs. 53 Lac. It is a ready to move property. Kolte Patil Life Republic has features an array of facilities including a Gymnasium, Garbage Disposal, Sun Deck, 24/7 Water Supply and Multipurpose Court. Further the property assures of 24/7 power back up and w...more",97
https://mediacdn.99acres.com/media1/17246/1/344921304M-1644991535524.jpg,Kolte Patil Life Republic4.5 ★,Hinjewadi,Apartment,"₹ 39 L₹ 10,640/sq.ft.",366 sq.ft. (34 sq.m.) Carpet Area,1 BHK,"Book your 1 BHK apartment in Kolte Patil Life Republic, Hinjewadi, Pune. Having a carpet area of 366.51 sq. ft., the property is well ventilated and promises an exclusive view and refreshing vibes. The project is a superbly designed project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities that include Vastu Compliant, Fo...more",97
https://mediacdn.99acres.com/media1/17220/0/344400314M-1644680607083.jpg,Paranjape Blue Ridge4.7 ★,Hinjewadi,Apartment,"₹ 95.56 L₹ 10,740/sq.ft.",889 sq.ft. (83 sq.m.) Carpet Area,3 BHK3 Baths,"Paranjape Blue Ridge is a residential project, offering a range of 3 BHK flats in Hinjewadi, Pune. It hosts exclusively designed 25 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 3 BHK flat that has a carpet area of 889.74 sq. ft. It is a ready to move property. With an impressive layout and a comprehensive range of amenities like Yoga/Meditation ...more",97
https://mediacdn.99acres.com/media1/17220/0/344400312M-1644680607087.jpg,Paranjape Blue Ridge4.7 ★,Hinjewadi,Apartment,"₹ 80.86 L₹ 11,737/sq.ft.",688 sq.ft. (64 sq.m.) Carpet Area,2 BHK2 Baths,"Paranjape Blue Ridge is a residential project, offering a range of 2 BHK flats in Hinjewadi, Pune. It hosts exclusively designed 25 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 2 BHK flat that has a carpet area of 688.89 sq. ft. It is a ready to move property. With an impressive layout and a comprehensive range of amenities like Sewage Treatment...more",97
https://mediacdn.99acres.com/media1/17220/0/344400304M-1644680607082.jpg,Paranjape Blue Ridge4.7 ★,Hinjewadi,Apartment,"₹ 50 L₹ 10,102/sq.ft.",495 sq.ft. (46 sq.m.) Carpet Area,1 BHK1 Bath,"Live in a world of comfort and style at Paranjape Blue Ridge located in Hinjewadi, Pune. Book your 1 BHK apartment now. Sprawling across a carpet area of 495.0 sq. ft, it is a ready to move property available for Rs. 50 Lac. The project has 25 towers, each of them with aesthetically crafted interiors as well as exteriors The project has the latest Fire Fighting Systems, an exclusive Badminton C...more",97
https://mediacdn.99acres.com/media1/17194/9/343889622M-1644468803666.jpg,Geras Planet of Joy,Kharadi,Apartment,₹ 1.46 Cr,"1,905 sq.ft. (177 sq.m.) Carpet Area",4 BHK,"Book a spectacular property in Geras Planet of Joy that brings 4 BHK apartments in Kharadi, Pune. We have a 4 BHK apartment with a carpet area of 1905.32 sq. ft., available at an economical price of Rs. 1.46 Crore. A close attention has been paid to each detail for a comfortable living. There are 13 towers in Geras Planet of Joy. Further, you can stay assured of Entrance Lobby, Sewage Treatment...more",97
https://mediacdn.99acres.com/media1/17194/9/343889620M-1644468803665.jpg,Geras Planet of Joy,Kharadi,Apartment,₹ 1.2  - 1.26 Cr,"1,064-1,196 sq.ft. (99-111 sq.m.) Carpet Area",3 BHK3 Baths,"Book your 3 BHK flat in Geras Planet of Joy, Kharadi, Pune. Having a carpet area of 1064.55 sq. ft. - 1196.0 sq. ft., these flats promise an exclusive view and refreshing vibes, making them well ventilated. It is a superbly design project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities to premium amenities that include ...more",97
https://mediacdn.99acres.com/media1/17194/9/343889614M-1644468803666.jpg,Geras Planet of Joy,Kharadi,Apartment,₹ 66.01  - 66.02 L,564-621 sq.ft. (52-58 sq.m.) Carpet Area,2 BHK2 Baths,"Book your 2 BHK apartment in Kharadi, Pune at a price ranging from Rs. 66.01 Lac to Rs. 66.02 Lac. The Geras Planet of Joy hosts exclusively designed 13 towers, each presenting an epitome of class and simplicity. The residential apartments have a carpet area of 564.03 sq. ft. to 621.0 sq. ft. and are a new launch. With an impressive layout and a comprehensive range of amenities, like Sewage Tre...more",97
https://mediacdn.99acres.com/media1/17194/9/343889306M-1644468634028.jpg,VTP Township Codename  Pegasus,Kharadi,Apartment,"₹ 87.18  - 88.82 L₹ 9,106/sq.ft.",957-975 sq.ft. (89-91 sq.m.) Carpet Area,3 BHK,"Let your dream of owning a flat come true with VTP Township Codename Pegasus. It offers an exclusive range of 3 BHK flats in Kharadi, Pune. They are available at price of Rs. 87.18 Lac - Rs. 88.82 Lac and have a carpet area of 957.78 sq. ft. to 975.0 sq. ft. The project is a secured gated community that further has 24x7 security systems. It has round the clock power back up as well as features ...more",97
https://mediacdn.99acres.com/media1/17298/6/345966496M-1645506015331.jpg,VTP Township Codename  Pegasus,Kharadi,Apartment,"₹ 56.33  - 87.09 L₹ 9,091/sq.ft.",619-957 sq.ft. (58-89 sq.m.) Carpet Area,2 BHK2 Baths,"Make VTP Township Codename Pegasus your next home. This project offers 2 BHK flats in Kharadi, Pune. With a carpet area ranging from 619.58 sq. ft. to 957.78 sq. ft., these flats combine the finest design and amenities in Pune to provide a living experience unlike any other. It is a ready to move project and is unique in its perfect harmony of classic form and modern construction. The features ...more",97
https://mediacdn.99acres.com/media1/17298/6/345966490M-1645506015238.jpg,VTP Township Codename  Pegasus,Kharadi,Apartment,"₹ 40.39  - 47.64 L₹ 10,636/sq.ft.",379-447 sq.ft. (35-42 sq.m.) Carpet Area,1 BHK1 Bath,"Make VTP Township Codename Pegasus your next home. This project offers 1 BHK flats in Kharadi, Pune. With a carpet area ranging from 379.97 sq. ft. to 447.57 sq. ft., these flats combine the finest design and amenities in Pune to provide a living experience unlike any other. It is a ready to move project and is unique in its perfect harmony of classic form and modern construction. The features ...more",97
https://mediacdn.99acres.com/media1/17194/9/343889136M-1644468470035.jpg,Duville Riverdale Heights,Kharadi,Apartment,"₹ 1.2  - 1.54 Cr₹ 11,278/sq.ft.","1,064-1,368 sq.ft. (99-127 sq.m.) Super built-up Area",3 BHK3 Baths,"Let your dream of owning a flat come true with Duville Riverdale Heights. It offers an exclusive range of 3 BHK flats in Kharadi, Pune. They are available at price of Rs. 1.2 Crore - Rs. 1.54 Crore and have a super built-up area of 1064.0 sq. ft. to 1368.0 sq. ft. The project is a secured gated community that further has 24x7 security systems. It has round the clock power back up as well as fea...more",97
https://mediacdn.99acres.com/media1/17194/9/343889134M-1644468470013.jpg,Duville Riverdale Heights,Kharadi,Apartment,"₹ 85 L - 1.17 Cr₹ 11,533/sq.ft.","737-1,017 sq.ft. (68-94 sq.m.) Super built-up Area",2 BHK2 Baths,"Enjoy a blissful living experience in Duville Riverdale Heights. This residential project encompasses 2 BHK flats in Kharadi, Pune and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle. Its unique highlights include facilities like Entrance Lobby, Sewage Treatment Plant, Reflexology Park, Swimming Pool, Fire Fighting Systems and many others. All of these and ...more",98
https://mediacdn.99acres.com/media1/17194/9/343889124M-1644468469796.jpg,Duville Riverdale Heights,Kharadi,Apartment,"₹ 53  - 56.4 L₹ 8,493/sq.ft.",624-664 sq.ft. (58-62 sq.m.) Super built-up Area,1 BHK1 Bath,"The project offers 1 BHK apartments in Kharadi, Pune. These apartments have a super built-up area, ranging from 624.0 sq. ft. to 664.0 sq. ft. and are available at a price range starting from Rs. 53 Lac to Rs. 56.4 Lac. It is a ready to move project, with 5 towers and features an array of facilities including a Vastu Compliant, Lawn Tennis Court, Multipurpose Court, 24/7 Water Supply, Library. ...more",98
https://mediacdn.99acres.com/media1/17194/8/343888836M-1644468310767.jpg,Gera World of Joy,Kharadi,Apartment,"₹ 86.68 L - 1.24 Cr₹ 10,992/sq.ft.","842-1,058 sq.ft. (78-98 sq.m.) Carpet Area",3 BHK3 Baths,"Gera World of Joy is a new launch project, offering 3 BHK flats in Kharadi, Pune. These flats have a carpet area in the range of 842.07 sq. ft. to 1058.85 sq. ft. and are available at an economical price of Rs. 86.68 Lac - Rs. 1.24 Crore. It is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Pergola, 24x7 Securi...more",98
https://mediacdn.99acres.com/media1/17194/8/343888832M-1644468310623.jpg,Gera World of Joy,Kharadi,Apartment,"₹ 68.5 L₹ 10,798/sq.ft.",634 sq.ft. (59 sq.m.) Carpet Area,2 BHK2 Baths,"Make Gera World of Joy your next home. Book your 2 BHK flat in Kharadi, Pune. With a carpet area of 634.32 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 2 BHK flat for Rs. 68.5 Lac. It is a new launch property which is unique in its perfect harmony of classic form and modern constru...more",98
https://mediacdn.99acres.com/media1/17165/3/343303884M-1644214709470.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 41 L₹ 6,710/sq.ft.",611 sq.ft. (57 sq.m.) Carpet Area,2 BHK,"Make Rohan Abhilasha your next home. Book your 2 BHK flat in Wagholi, Pune. With a carpet area of 611.0 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 2 BHK flat for Rs. 41 Lac. It is an under construction property which is unique in its perfect harmony of classic form and modern con...more",98
https://mediacdn.99acres.com/media1/17165/3/343303880M-1644214709470.jpg,Rohan Abhilasha4.4 ★,Wagholi,Apartment,"₹ 29 L₹ 7,019/sq.ft.",413 sq.ft. (38 sq.m.) Carpet Area,1 BHK,"Book your 1 BHK apartment in Rohan Abhilasha, Wagholi, Pune. Having a carpet area of 413.12 sq. ft., the property is well ventilated and promises an exclusive view and refreshing vibes. The project is a superbly designed project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities that include Waste Management, Paved Compoun...more",98
https://mediacdn.99acres.com/media1/17140/17/342817678M-1643949565420.jpg,Unique Youtopia,Kharadi,Apartment,₹ 91 L - 1.42 Cr,"938-1,461 sq.ft. (87-136 sq.m.) Carpet Area",3 BHK3 Baths,"Own a 3 BHK apartment in Unique Youtopia, Kharadi, Pune for a comfortable living. With a carpet area of 938.0 sq. ft. to 1461.0 sq. ft., these 3 BHK apartments are available at a price range of Rs. 91 Lac to Rs. 1.42 Crore. Unique Youtopia is meticulously designed to bring you an awe-inspiring lifestyle and convenience. It hosts a series of facilities like a , etc. and all the other essential t...more",98
https://mediacdn.99acres.com/media1/17140/17/342817674M-1643949565327.jpg,Unique Youtopia,Kharadi,Apartment,₹ 73.93 L - 1.12 Cr,"762-1,152 sq.ft. (71-107 sq.m.) Carpet Area",2 BHK2 Baths,"The project offers 2 BHK apartments in Kharadi, Pune. These apartments have a carpet area, ranging from 762.0 sq. ft. to 1152.0 sq. ft. and are available at a price range starting from Rs. 73.93 Lac to Rs. 1.12 Crore.

It is a new launch project, with 10 towers and features an array of facilities including a .more",98
https://mediacdn.99acres.com/media1/17094/14/341894002M-1643523803922.jpg,Nyati Elysia,Kharadi,Apartment,₹ 1.22  - 1.38 Cr,"859-1,181 sq.ft. (80-110 sq.m.) Carpet Area",3 BHK3 Baths,"Own a 3 BHK apartment in Nyati Elysia, Kharadi, Pune for a comfortable living. With a carpet area of 859.61 sq. ft. to 1181.23 sq. ft., these 3 BHK apartments are available at a price range of Rs. 1.22 Crore to Rs. 1.38 Crore. Nyati Elysia is meticulously designed to bring you an awe-inspiring lifestyle and convenience. It hosts a series of facilities like a Entrance Lobby, Rain Water Harvestin...more",98
https://mediacdn.99acres.com/media1/17094/13/341893986M-1643523803778.jpg,Nyati Elysia,Kharadi,Apartment,₹ 81  - 83 L,518-824 sq.ft. (48-77 sq.m.) Carpet Area,2 BHK2 Baths,"Book your 2 BHK flat in Nyati Elysia, Kharadi, Pune. Having a carpet area of 518.0 sq. ft. - 824.0 sq. ft., these flats promise an exclusive view and refreshing vibes, making them well ventilated. It is a superbly design project set amidst excellent surroundings and offers residents a world-class infrastructure. Look at its range of general amenities to premium amenities that include Gymnasium,...more",98
https://mediacdn.99acres.com/media1/17094/13/341893222M-1643523617880.jpg,Venkatesh Graffiti4.1 ★,Keshav Nagar,Apartment,₹ 62  - 86.43 L,571-796 sq.ft. (53-74 sq.m.) Carpet Area,2 BHK,"This well-known project offers 2 BHK apartments in Keshav Nagar, Pune. With a carpet area, ranging from 571.13 sq. ft. to 796.0 sq. ft., the apartments are available at an economical price range of Rs. 62 Lac to Rs. 86.43 Lac. There are 16 towers. A close attention has been paid to each detail for a comfortable living. It has Children's Play Area, Internal Street Lights, Table Tennis, Video Doo...more",98
https://mediacdn.99acres.com/media1/17245/8/344908338M-1644987533739.jpg,Nyati Elan,Wagholi,Apartment,₹ 26.25  - 54.94 L,431-902 sq.ft. (40-84 sq.m.) Carpet Area,2 BHK2 Baths,"Own a 2 BHK apartment in Nyati Elan, Wagholi, Pune for a comfortable living. With a carpet area of 431.74 sq. ft. to 902.98 sq. ft., these 2 BHK apartments are available at a price range of Rs. 26.25 Lac to Rs. 54.94 Lac. Nyati Elan is meticulously designed to bring you an awe-inspiring lifestyle and convenience. It hosts a series of facilities like a Golf Course, Landscape Garden, Banquet Hall...more",98
https://mediacdn.99acres.com/media1/17193/16/343876486M-1644434708114.jpg,Goel Ganga Legend County,Bavdhan,Apartment,₹ 90.34 L,947 sq.ft. (88 sq.m.) Carpet Area,3 BHK,"Experience a new style of living with Goel Ganga Legend County. It offers an exclusive range of 3 BHK apartments in Bavdhan, Pune. Here is a steal deal for you. Book your 3 BHK apartment here at a never before price of Rs. 90.34 Lac. The unit has a carpet area of 947.44 sq. ft. This is an under construction project. It has been designed keeping every small to large needs of residents in conside...more",98
https://mediacdn.99acres.com/media1/17193/16/343876484M-1644434708114.jpg,Goel Ganga Legend County,Bavdhan,Apartment,₹ 61 L,641 sq.ft. (60 sq.m.) Carpet Area,2 BHK2 Baths,"Goel Ganga Legend County is a residential project, offering a range of 2 BHK flats in Bavdhan, Pune. It hosts exclusively designed 14 towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 2 BHK flat that has a carpet area of 641.0 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like Indoor Ga...more",98
